0011;44;ić:ię:isz:i:imy:icie:ią::my:cie:iłem:iłeś:ił:iłam:iłaś:iła:iłom:iłoś:iło:iliśmy:iliście:ili:iłyśmy:iłyście:iły:iłbym:iłbyś:iłby:iłabym:iłabyś:iłaby:iłobym:iłobyś:iłoby:ilibyśmy:ilibyście:iliby:iłybyśmy:iłybyście:iłyby:iono:ij:ijmy:ijcie:;
0012;83;ąc:ęgnę:ęgniesz:ęgnie:ęgniemy:ęgniecie:ęgną:ęgnij:ęgnijmy:ęgnijcie:ągłem:ągłeś:ągł:ęgłam:ęgłaś:ęgła:ęgłom:ęgłoś:ęgło:ęgliśmy:ęgliście:ęgli:ęgłyśmy:ęgłyście:ęgły:ągłbym:ągłbyś:ągłby:ęgłabym:ęgłabyś:ęgłaby:ęgłobym:ęgłobyś:ęgłoby:ęglibyśmy:ęglibyście:ęgliby:ęgłybyśmy:ęgłybyście:ęgłyby:ęgnięto:ągłszy:ęknę:ękniesz:ęknie:ękniemy:ękniecie:ękną:ęknij:ęknijmy:ęknijcie:ąkłem:ąkłeś:ąkł:ękłam:ękłaś:ękła:ękłom:ękłoś:ękło:ękliśmy:ękliście:ękli:ękłyśmy:ękłyście:ękły:ąkłbym:ąkłbyś:ąkłby:ękłabym:ękłabyś:ękłaby:ękłobym:ękłobyś:ękłoby:ęklibyśmy:ęklibyście:ękliby:ękłybyśmy:ękłybyście:ękłyby:ęknięto:ąkłszy:;
0013;44;ić:ię:isz:i:imy:icie:ią::my:cie:iąc:iący:iłem:iłeś:ił:iłam:iłaś:iła:iłom:iłoś:iło:iliśmy:iliście:ili:iłyśmy:iłyście:iły:iłbym:iłbyś:iłby:iłabym:iłabyś:iłaby:iłobym:iłobyś:iłoby:ilibyśmy:ilibyście:iliby:iłybyśmy:iłybyście:iłyby:iono:iwszy:;
0014;09;ieć:ciu:ciowi:ciem:cie:ci:ciom:ciami:ciach:;
0015;11;ony:onego:onemu:onym:ona:onej:oną:one:eni:onych:onymi:;
0016;54;ać:zę:zesz:ze:zemy:zecie:zą:z:zmy:zcie:ałem:ałeś:ał:ałam:ałaś:ała:ałom:ałoś:ało:aliśmy:aliście:ali:ałyśmy:ałyście:ały:ałbym:ałbyś:ałby:ałabym:ałabyś:ałaby:ałobym:ałobyś:ałoby:alibyśmy:alibyście:aliby:ałybyśmy:ałybyście:ałyby:ano:awszy:am:asz:a:amy:acie:ają:aj:ajmy:ajcie:ając:ający:any:;
0017;10;nia:ni:nię:nią:nio:nie:ń:niom:niami:niach:;
0018;10;nia:ni:nię:nią:nio:nie:niom:niami:niach:ń:;
0019;10;nia:ni:nię:nią:niu:nie:ń:niom:niami:niach:;
0020;42;ać:eje:ało:ałoby:eję:ejesz:ejemy:ejecie:eją:ej:ejmy:ejcie:ałem:ałeś:ał:ałam:ałaś:ała:ałom:ałoś:aliśmy:aliście:ali:ałyśmy:ałyście:ały:ałbym:ałbyś:ałby:ałabym:ałabyś:ałaby:ałobym:ałobyś:alibyśmy:alibyście:aliby:ałybyśmy:ałybyście:ałyby:ano:awszy:;
0021;04;eć:eje:ało:ałoby:;
0022;10;g:ga:gowi:giem:gu:dzy:gów:gom:gami:gach:;
0023;42;owić:owię:owisz:owi:owimy:owicie:owią:ów:ówmy:ówcie:owiłem:owiłeś:owił:owiłam:owiłaś:owiła:owiłom:owiłoś:owiło:owiliśmy:owiliście:owili:owiłyśmy:owiłyście:owiły:owiłbym:owiłbyś:owiłby:owiłabym:owiłabyś:owiłaby:owiłobym:owiłobyś:owiłoby:owilibyśmy:owilibyście:owiliby:owiłybyśmy:owiłybyście:owiłyby:owiono:owiwszy:;
0024;10;nia:ni:nię:nią:nio:nie:ien:niom:niami:niach:;
0025;10;nia:ni:nię:nią:nio:nie:niom:niami:niach:ien:;
0026;55;ać:zę:zesz:ze:zemy:zecie:zą:z:zmy:zcie:ząc:zący:ałem:ałeś:ał:ałam:ałaś:ała:ałom:ałoś:ało:aliśmy:aliście:ali:ałyśmy:ałyście:ały:ałbym:ałbyś:ałby:ałabym:ałabyś:ałaby:ałobym:ałobyś:ałoby:alibyśmy:alibyście:aliby:ałybyśmy:ałybyście:ałyby:ano:am:asz:a:amy:acie:ają:aj:ajmy:ajcie:ając:ający:any:;
0027;45;ić:ię:isz:i:imy:icie:ią::my:cie:iąc:iący:iłem:iłeś:ił:iłam:iłaś:iła:iłom:iłoś:iło:iliśmy:iliście:ili:iłyśmy:iłyście:iły:iłbym:iłbyś:iłby:iłabym:iłabyś:iłaby:iłobym:iłobyś:iłoby:ilibyśmy:ilibyście:iliby:iłybyśmy:iłybyście:iłyby:iono:iony:iwszy:;
0028;45;ić:ię:isz:i:imy:icie:ią::my:cie:iłem:iłeś:ił:iłam:iłaś:iła:iłom:iłoś:iło:iliśmy:iliście:ili:iłyśmy:iłyście:iły:iłbym:iłbyś:iłby:iłabym:iłabyś:iłaby:iłobym:iłobyś:iłoby:ilibyśmy:ilibyście:iliby:iłybyśmy:iłybyście:iłyby:iono:iwszy:iąc:iący:iony:;
0029;42;kać:czę:czesz:cze:czemy:czecie:czą:cz:czmy:czcie:kałem:kałeś:kał:kałam:kałaś:kała:kałom:kałoś:kało:kaliśmy:kaliście:kali:kałyśmy:kałyście:kały:kałbym:kałbyś:kałby:kałabym:kałabyś:kałaby:kałobym:kałobyś:kałoby:kalibyśmy:kalibyście:kaliby:kałybyśmy:kałybyście:kałyby:kano:kawszy:;
0030;11;t:tego:temu:tym:ta:tej:tą:te:ci:tych:tymi:;
0031;10;zec:ca:cowi:cem:cu:ce:ców:com:cami:cach:;
0032;11;sny:snego:snemu:snym:sna:snej:sną:sne:śni:snych:snymi:;
0033;43;owić:owię:owisz:owi:owimy:owicie:owią:ów:ówmy:ówcie:owiąc:owiący:owiłem:owiłeś:owił:owiłam:owiłaś:owiła:owiłom:owiłoś:owiło:owiliśmy:owiliście:owili:owiłyśmy:owiłyście:owiły:owiłbym:owiłbyś:owiłby:owiłabym:owiłabyś:owiłaby:owiłobym:owiłobyś:owiłoby:owilibyśmy:owilibyście:owiliby:owiłybyśmy:owiłybyście:owiłyby:owiono:;
0034;43;owić:owię:owisz:owi:owimy:owicie:owią:ów:ówmy:ówcie:owiłem:owiłeś:owił:owiłam:owiłaś:owiła:owiłom:owiłoś:owiło:owiliśmy:owiliście:owili:owiłyśmy:owiłyście:owiły:owiłbym:owiłbyś:owiłby:owiłabym:owiłabyś:owiłaby:owiłobym:owiłobyś:owiłoby:owilibyśmy:owilibyście:owiliby:owiłybyśmy:owiłybyście:owiłyby:owiono:owiąc:owiący:;
0035;46;ić:ię:isz:i:imy:icie:ią::my:cie:iłem:iłeś:ił:iłam:iłaś:iła:iłom:iłoś:iło:iliśmy:iliście:ili:iłyśmy:iłyście:iły:iłbym:iłbyś:iłby:iłabym:iłabyś:iłaby:iłobym:iłobyś:iłoby:ilibyśmy:ilibyście:iliby:iłybyśmy:iłybyście:iłyby:iono:iony:iwszy:ij:ijmy:ijcie:;
0036;46;ić:ię:isz:i:imy:icie:ią::my:cie:iłem:iłeś:ił:iłam:iłaś:iła:iłom:iłoś:iło:iliśmy:iliście:ili:iłyśmy:iłyście:iły:iłbym:iłbyś:iłby:iłabym:iłabyś:iłaby:iłobym:iłobyś:iłoby:ilibyśmy:ilibyście:iliby:iłybyśmy:iłybyście:iłyby:iono:ij:ijmy:ijcie:iony:iwszy:;
0037;10;on:onu:onowi:onem:onie:a:ów:om:ami:ach:;
0038;43;owić:owię:owisz:owi:owimy:owicie:owią:ów:ówmy:ówcie:owiłem:owiłeś:owił:owiłam:owiłaś:owiła:owiłom:owiłoś:owiło:owiliśmy:owiliście:owili:owiłyśmy:owiłyście:owiły:owiłbym:owiłbyś:owiłby:owiłabym:owiłabyś:owiłaby:owiłobym:owiłobyś:owiłoby:owilibyśmy:owilibyście:owiliby:owiłybyśmy:owiłybyście:owiłyby:owiono:owiony:owiwszy:;
0039;43;owić:owię:owisz:owi:owimy:owicie:owią:ów:ówmy:ówcie:owiłem:owiłeś:owił:owiłam:owiłaś:owiła:owiłom:owiłoś:owiło:owiliśmy:owiliście:owili:owiłyśmy:owiłyście:owiły:owiłbym:owiłbyś:owiłby:owiłabym:owiłabyś:owiłaby:owiłobym:owiłobyś:owiłoby:owilibyśmy:owilibyście:owiliby:owiłybyśmy:owiłybyście:owiłyby:owiono:owiwszy:owiony:;
0040;43;kać:czę:czesz:cze:czemy:czecie:czą:cz:czmy:czcie:cząc:czący:kałem:kałeś:kał:kałam:kałaś:kała:kałom:kałoś:kało:kaliśmy:kaliście:kali:kałyśmy:kałyście:kały:kałbym:kałbyś:kałby:kałabym:kałabyś:kałaby:kałobym:kałobyś:kałoby:kalibyśmy:kalibyście:kaliby:kałybyśmy:kałybyście:kałyby:kano:;
0041;05;ej:ech:em:ema:y:;
0042;11;zec:ca:cowi:cem:cu:cze:cy:ców:com:cami:cach:;
0043;43;kać:czę:czesz:cze:czemy:czecie:czą:cz:czmy:czcie:kałem:kałeś:kał:kałam:kałaś:kała:kałom:kałoś:kało:kaliśmy:kaliście:kali:kałyśmy:kałyście:kały:kałbym:kałbyś:kałby:kałabym:kałabyś:kałaby:kałobym:kałobyś:kałoby:kalibyśmy:kalibyście:kaliby:kałybyśmy:kałybyście:kałyby:kano:kany:kawszy:;
0044;43;kać:czę:czesz:cze:czemy:czecie:czą:cz:czmy:czcie:kałem:kałeś:kał:kałam:kałaś:kała:kałom:kałoś:kało:kaliśmy:kaliście:kali:kałyśmy:kałyście:kały:kałbym:kałbyś:kałby:kałabym:kałabyś:kałaby:kałobym:kałobyś:kałoby:kalibyśmy:kalibyście:kaliby:kałybyśmy:kałybyście:kałyby:kano:kawszy:kany:;
0045;10;sła:sły:śle:słę:słą:sło:seł:słom:słami:słach:;
0046;47;ić:ię:isz:i:imy:icie:ią::my:cie:iąc:iący:iłem:iłeś:ił:iłam:iłaś:iła:iłom:iłoś:iło:iliśmy:iliście:ili:iłyśmy:iłyście:iły:iłbym:iłbyś:iłby:iłabym:iłabyś:iłaby:iłobym:iłobyś:iłoby:ilibyśmy:ilibyście:iliby:iłybyśmy:iłybyście:iłyby:iono:iony:ij:ijmy:ijcie:;
0047;47;ić:ię:isz:i:imy:icie:ią::my:cie:iłem:iłeś:ił:iłam:iłaś:iła:iłom:iłoś:iło:iliśmy:iliście:ili:iłyśmy:iłyście:iły:iłbym:iłbyś:iłby:iłabym:iłabyś:iłaby:iłobym:iłobyś:iłoby:ilibyśmy:ilibyście:iliby:iłybyśmy:iłybyście:iłyby:iono:ij:ijmy:ijcie:iąc:iący:iony:;
0048;10;ec:ca:cowi:cem:cu:ce:ców:com:cami:cach:;
0049;10;ec:ca:cowi:cem:cu:cy:ców:com:cami:cach:;
0050;41;ęknąć:ęknę:ękniesz:ęknie:ękniemy:ękniecie:ękną:ęknij:ęknijmy:ęknijcie:ąkłem:ąkłeś:ąkł:ękłam:ękłaś:ękła:ękłom:ękłoś:ękło:ękliśmy:ękliście:ękli:ękłyśmy:ękłyście:ękły:ąkłbym:ąkłbyś:ąkłby:ękłabym:ękłabyś:ękłaby:ękłobym:ękłobyś:ękłoby:ęklibyśmy:ęklibyście:ękliby:ękłybyśmy:ękłybyście:ękłyby:ęknięto:;
0051;44;owić:owię:owisz:owi:owimy:owicie:owią:ów:ówmy:ówcie:owiąc:owiący:owiłem:owiłeś:owił:owiłam:owiłaś:owiła:owiłom:owiłoś:owiło:owiliśmy:owiliście:owili:owiłyśmy:owiłyście:owiły:owiłbym:owiłbyś:owiłby:owiłabym:owiłabyś:owiłaby:owiłobym:owiłobyś:owiłoby:owilibyśmy:owilibyście:owiliby:owiłybyśmy:owiłybyście:owiłyby:owiono:owiony:;
0052;09;ń:niu:niowi:niem:nie:ni:niom:niami:niach:;
0053;44;kać:czę:czesz:cze:czemy:czecie:czą:cz:czmy:czcie:cząc:czący:kałem:kałeś:kał:kałam:kałaś:kała:kałom:kałoś:kało:kaliśmy:kaliście:kali:kałyśmy:kałyście:kały:kałbym:kałbyś:kałby:kałabym:kałabyś:kałaby:kałobym:kałobyś:kałoby:kalibyśmy:kalibyście:kaliby:kałybyśmy:kałybyście:kałyby:kano:kany:;
0054;41;iwać:uję:ujesz:uje:ujemy:ujecie:ują:uj:ujmy:ujcie:iwałem:iwałeś:iwał:iwała:iwałaś:iwałom:iwałoś:iwało:iwaliśmy:iwaliście:iwali:iwałyśmy:iwałyście:iwały:iwałbym:iwałbyś:iwałby:iwałabym:iwałabyś:iwałaby:iwałobym:iwałobyś:iwałoby:iwalibyśmy:iwalibyście:iwaliby:iwałybyśmy:iwałybyście:iwałyby:iwano:iwawszy:;
0055;42;cieć:cę:cisz:ci:cimy:cicie:cą:ć:ćmy:ćcie:ciałem:ciałeś:ciał:ciałam:ciałaś:ciała:ciałom:ciałoś:ciało:cieliśmy:cieliście:cieli:ciałyśmy:ciałyście:ciały:ciałbym:ciałbyś:ciałby:ciałabym:ciałabyś:ciałaby:ciałobym:ciałobyś:ciałoby:cielibyśmy:cielibyście:cieliby:ciałybyśmy:ciałybyście:ciałyby:ciano:ciawszy:;
0056;11;ec:ca:cowi:cem:cu:cze:cy:ców:com:cami:cach:;
0057;11;ec:ca:cowi:cem:cu:cy:ców:com:cami:cach:cze:;
0058;04;ów:owego:owemu:owym:;
0059;43;cieć:cę:cisz:ci:cimy:cicie:cą:ć:ćmy:ćcie:cąc:cący:ciałem:ciałeś:ciał:ciałam:ciałaś:ciała:ciałom:ciałoś:ciało:cieliśmy:cieliście:cieli:ciałyśmy:ciałyście:ciały:ciałbym:ciałbyś:ciałby:ciałabym:ciałabyś:ciałaby:ciałobym:ciałobyś:ciałoby:cielibyśmy:cielibyście:cieliby:ciałybyśmy:ciałybyście:ciałyby:ciano:;
0060;42;iwać:uję:ujesz:uje:ujemy:ujecie:ują:uj:ujmy:ujcie:ując:ujący:iwałem:iwałeś:iwał:iwała:iwałaś:iwałom:iwałoś:iwało:iwaliśmy:iwaliście:iwali:iwałyśmy:iwałyście:iwały:iwałbym:iwałbyś:iwałby:iwałabym:iwałabyś:iwałaby:iwałobym:iwałobyś:iwałoby:iwalibyśmy:iwalibyście:iwaliby:iwałybyśmy:iwałybyście:iwałyby:iwano:;
0061;10;at:atu:atowi:atem:ecie:aty:atów:atom:atami:atach:;
0062;10;ór:oru:orowi:orem:orze:ory:orów:orom:orami:orach:;
0063;43;leźć:jdę:jdziesz:jdzie:jdziemy:jdziecie:jdą:jdź:jdźmy:jdźcie:lazłem:lazłeś:lazł:lazłam:lazłaś:lazła:lazłom:lazłoś:lazło:leźliśmy:leźliście:leźli:lazłyśmy:lazłyście:lazły:lazłbym:lazłbyś:lazłby:lazłabym:lazłabyś:lazłaby:lazłobym:lazłobyś:lazłoby:leźlibyśmy:leźlibyście:leźliby:lazłybyśmy:lazłybyście:lazłyby:leziono:leziony:lazłszy:;
0064;43;leźć:jdę:jdziesz:jdzie:jdziemy:jdziecie:jdą:jdź:jdźmy:jdźcie:lazłem:lazłeś:lazł:lazłam:lazłaś:lazła:lazłom:lazłoś:lazło:leźliśmy:leźliście:leźli:lazłyśmy:lazłyście:lazły:lazłbym:lazłbyś:lazłby:lazłabym:lazłabyś:lazłaby:lazłobym:lazłobyś:lazłoby:leźlibyśmy:leźlibyście:leźliby:lazłybyśmy:lazłybyście:lazłyby:leziono:lazłszy:leziony:;
0065;04;a:óch:om:oma:;
0066;09;io:ia:iu:iem:yj:iom:iami:iach:iów:;
0067;09;io:ia:iu:iem:iów:iom:iami:iach:yj:;
0068;42;ęknąć:ęknę:ękniesz:ęknie:ękniemy:ękniecie:ękną:ęknij:ęknijmy:ęknijcie:ąkłem:ąkłeś:ąkł:ękłam:ękłaś:ękła:ękłom:ękłoś:ękło:ękliśmy:ękliście:ękli:ękłyśmy:ękłyście:ękły:ąkłbym:ąkłbyś:ąkłby:ękłabym:ękłabyś:ękłaby:ękłobym:ękłobyś:ękłoby:ęklibyśmy:ęklibyście:ękliby:ękłybyśmy:ękłybyście:ękłyby:ęknięto:ąkłszy:;
0069;42;ożyć:ożę:ożysz:oży:ożymy:ożycie:ożą:óż:óżmy:óżcie:ożyłem:ożyłeś:ożył:ożyłam:ożyłaś:ożyła:ożyłom:ożyłoś:ożyło:ożyliśmy:ożyliście:ożyli:ożyłyśmy:ożyłyście:ożyły:ożyłbym:ożyłbyś:ożyłby:ożyłabym:ożyłabyś:ożyłaby:ożyłobym:ożyłobyś:ożyłoby:ożylibyśmy:ożylibyście:ożyliby:ożyłybyśmy:ożyłybyście:ożyłyby:ożono:ożywszy:;
0070;42;iwać:uję:ujesz:uje:ujemy:ujecie:ują:uj:ujmy:ujcie:iwałem:iwałeś:iwał:iwała:iwałaś:iwałom:iwałoś:iwało:iwaliśmy:iwaliście:iwali:iwałyśmy:iwałyście:iwały:iwałbym:iwałbyś:iwałby:iwałabym:iwałabyś:iwałaby:iwałobym:iwałobyś:iwałoby:iwalibyśmy:iwalibyście:iwaliby:iwałybyśmy:iwałybyście:iwałyby:iwano:iwany:iwawszy:;
0071;43;cieć:cę:cisz:ci:cimy:cicie:cą:ć:ćmy:ćcie:ciałem:ciałeś:ciał:ciałam:ciałaś:ciała:ciałom:ciałoś:ciało:cieliśmy:cieliście:cieli:ciałyśmy:ciałyście:ciały:ciałbym:ciałbyś:ciałby:ciałabym:ciałabyś:ciałaby:ciałobym:ciałobyś:ciałoby:cielibyśmy:cielibyście:cieliby:ciałybyśmy:ciałybyście:ciałyby:ciano:ciany:ciawszy:;
0072;11;ór:oru:orowi:orem:orze:ory:orów:orom:orami:orach:ora:;
0073;43;esprzeć:esprę:esprzesz:esprze:esprzemy:esprzecie:esprą:esprzyj:esprzyjmy:esprzyjcie:sparłem:sparłeś:sparł:sparłam:sparłaś:sparła:sparłom:sparłoś:sparło:sparliśmy:sparliście:sparli:sparłyśmy:sparłyście:sparły:sparłbym:sparłbyś:sparłby:sparłabym:sparłabyś:sparłaby:sparłobym:sparłobyś:sparłoby:sparlibyśmy:sparlibyście:sparliby:sparłybyśmy:sparłybyście:sparłyby:sparto:sparty:sparłszy:;
0074;43;esprzeć:esprę:esprzesz:esprze:esprzemy:esprzecie:esprą:esprzyj:esprzyjmy:esprzyjcie:sparłem:sparłeś:sparł:sparłam:sparłaś:sparła:sparłom:sparłoś:sparło:sparliśmy:sparliście:sparli:sparłyśmy:sparłyście:sparły:sparłbym:sparłbyś:sparłby:sparłabym:sparłabyś:sparłaby:sparłobym:sparłobyś:sparłoby:sparlibyśmy:sparlibyście:sparliby:sparłybyśmy:sparłybyście:sparłyby:sparto:sparłszy:sparty:;
0075;09;ę:enia:eniu:eniem:ona:on:onom:onami:onach:;
0076;42;ać:oję:oisz:oi:oimy:oicie:oją:ój:ójmy:ójcie:ałem:ałeś:ał:ałam:ałaś:ała:ałom:ałoś:ało:aliśmy:aliście:ali:ałyśmy:ałyście:ały:ałbym:ałbyś:ałby:ałabym:ałabyś:ałaby:ałobym:ałobyś:ałoby:alibyśmy:alibyście:aliby:ałybyśmy:ałybyście:ałyby:ano:awszy:;
0077;43;ożyć:ożę:ożysz:oży:ożymy:ożycie:ożą:óż:óżmy:óżcie:ożąc:ożący:ożyłem:ożyłeś:ożył:ożyłam:ożyłaś:ożyła:ożyłom:ożyłoś:ożyło:ożyliśmy:ożyliście:ożyli:ożyłyśmy:ożyłyście:ożyły:ożyłbym:ożyłbyś:ożyłby:ożyłabym:ożyłabyś:ożyłaby:ożyłobym:ożyłobyś:ożyłoby:ożylibyśmy:ożylibyście:ożyliby:ożyłybyśmy:ożyłybyście:ożyłyby:ożono:;
0078;43;iwać:uję:ujesz:uje:ujemy:ujecie:ują:uj:ujmy:ujcie:ując:ujący:iwałem:iwałeś:iwał:iwała:iwałaś:iwałom:iwałoś:iwało:iwaliśmy:iwaliście:iwali:iwałyśmy:iwałyście:iwały:iwałbym:iwałbyś:iwałby:iwałabym:iwałabyś:iwałaby:iwałobym:iwałobyś:iwałoby:iwalibyśmy:iwalibyście:iwaliby:iwałybyśmy:iwałybyście:iwałyby:iwano:iwany:;
0079;08;orze:orza:orzu:orzem:órz:orzom:orzami:orzach:;
0080;04;eć:i:ało:ałoby:;
0081;06;am:aś:a:yśmy:yście:y:;
0082;43;ożyć:ożę:ożysz:oży:ożymy:ożycie:ożą:óż:óżmy:óżcie:ożyłem:ożyłeś:ożył:ożyłam:ożyłaś:ożyła:ożyłom:ożyłoś:ożyło:ożyliśmy:ożyliście:ożyli:ożyłyśmy:ożyłyście:ożyły:ożyłbym:ożyłbyś:ożyłby:ożyłabym:ożyłabyś:ożyłaby:ożyłobym:ożyłobyś:ożyłoby:ożylibyśmy:ożylibyście:ożyliby:ożyłybyśmy:ożyłybyście:ożyłyby:ożono:ożony:ożywszy:;
0083;43;ożyć:ożę:ożysz:oży:ożymy:ożycie:ożą:óż:óżmy:óżcie:ożyłem:ożyłeś:ożył:ożyłam:ożyłaś:ożyła:ożyłom:ożyłoś:ożyło:ożyliśmy:ożyliście:ożyli:ożyłyśmy:ożyłyście:ożyły:ożyłbym:ożyłbyś:ożyłby:ożyłabym:ożyłabyś:ożyłaby:ożyłobym:ożyłobyś:ożyłoby:ożylibyśmy:ożylibyście:ożyliby:ożyłybyśmy:ożyłybyście:ożyłyby:ożono:ożywszy:ożony:;
0084;07;ądź:ędzi:ędzią:ędzie:ędziom:ędziami:ędziach:;
0085;43;ać:oję:oisz:oi:oimy:oicie:oją:ój:ójmy:ójcie:ałem:ałeś:ał:ałam:ałaś:ała:ałom:ałoś:ało:aliśmy:aliście:ali:ałyśmy:ałyście:ały:ałbym:ałbyś:ałby:ałabym:ałabyś:ałaby:ałobym:ałobyś:ałoby:alibyśmy:alibyście:aliby:ałybyśmy:ałybyście:ałyby:ano:any:awszy:;
0086;43;ać:oję:oisz:oi:oimy:oicie:oją:ój:ójmy:ójcie:ałem:ałeś:ał:ałam:ałaś:ała:ałom:ałoś:ało:aliśmy:aliście:ali:ałyśmy:ałyście:ały:ałbym:ałbyś:ałby:ałabym:ałabyś:ałaby:ałobym:ałobyś:ałoby:alibyśmy:alibyście:aliby:ałybyśmy:ałybyście:ałyby:ano:awszy:any:;
0087;09;ążę:ęcia:ęciu:ęciem:ążęta:ążąt:ążętom:ążętami:ążętach:;
0088;43;ać:oję:oisz:oi:oimy:oicie:oją:ój:ójmy:ójcie:ojąc:ojący:ałem:ałeś:ał:ałam:ałaś:ała:ałom:ałoś:ało:aliśmy:aliście:ali:ałyśmy:ałyście:ały:ałbym:ałbyś:ałby:ałabym:ałabyś:ałaby:ałobym:ałobyś:ałoby:alibyśmy:alibyście:aliby:ałybyśmy:ałybyście:ałyby:ano:;
0089;03;iebie:obie:obą:;
0090;10;ęga:ęgi:ędze:ęgę:ęgą:ęgo:ąg:ęgom:ęgami:ęgach:;
0091;44;ożyć:ożę:ożysz:oży:ożymy:ożycie:ożą:óż:óżmy:óżcie:ożąc:ożący:ożyłem:ożyłeś:ożył:ożyłam:ożyłaś:ożyła:ożyłom:ożyłoś:ożyło:ożyliśmy:ożyliście:ożyli:ożyłyśmy:ożyłyście:ożyły:ożyłbym:ożyłbyś:ożyłby:ożyłabym:ożyłabyś:ożyłaby:ożyłobym:ożyłobyś:ożyłoby:ożylibyśmy:ożylibyście:ożyliby:ożyłybyśmy:ożyłybyście:ożyłyby:ożono:ożony:;
0092;42;ojrzeć:ojrzę:ojrzysz:ojrzy:ojrzymy:ojrzycie:ojrzą:ójrz:ójrzmy:ójrzcie:ojrzałem:ojrzałeś:ojrzał:ojrzałam:ojrzałaś:ojrzała:ojrzałom:ojrzałoś:ojrzało:ojrzeliśmy:ojrzeliście:ojrzeli:ojrzałyśmy:ojrzałyście:ojrzały:ojrzałbym:ojrzałbyś:ojrzałby:ojrzałabym:ojrzałabyś:ojrzałaby:ojrzałobym:ojrzałobyś:ojrzałoby:ojrzelibyśmy:ojrzelibyście:ojrzeliby:ojrzałybyśmy:ojrzałybyście:ojrzałyby:ojrzano:ojrzawszy:;
0093;05;zie:zi:ziom:źmi:ziach:;
0094;04;cy:tkich:tkim:tkimi:;
0095;03;u:oma:a:;
0096;38;óc:ogę:ożesz:oże:ożemy:ożecie:ogą:ogłem:ogłeś:ógł:ogłam:ogłaś:ogła:ogłom:ogłoś:ogło:ogliśmy:ogliście:ogli:ogłyśmy:ogłyście:ogły:ógłbym:ógłbyś:ógłby:ogłabym:ogłabyś:ogłaby:ogłobym:ogłobyś:ogłoby:oglibyśmy:oglibyście:ogliby:ogłybyśmy:ogłybyście:ogłyby:ożono:;
0097;04;iebie:obie:ię:obą:;
